sample_id,source_dataset,source_version,source_image_id,parent_image_id,group_id,split,capture_mode,asset_domain,annotation_type,native_labels,canonical_labels,annotation_status,mapping_version,license_id,quality_flags,sha256,output_image,normalized_annotation,normalized_annotation_sha256,target_annotation_count,segmentation_annotation_count,geometry_qc,test_locked,task,eligibility,geometry
cubit_train_sp1_1903,CUBIT-InSeg,official_2026_release,SP1_1903,SP1_1903,cubit:train:sp1_1903,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,1ed99ac2290131d28a1c9bf858e03186c6e4e935f5762c671f5c9b92a42d9aa3,data/v1/images/cubit/cubit_train_sp1_1903.jpg,data/v1/annotations/cubit/cubit_train_sp1_1903.json,cd0d25b7b27435fd82f4dadb3794a6a779ad9d56a947ac4ccf67a9f9836fa520,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_198,CUBIT-InSeg,official_2026_release,SP1_198,SP1_198,cubit:train:sp1_198,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,d3a4a52510af8bad252c4b91463cdd2e90a0cd626c8e228437b23615b1dc6725,data/v1/images/cubit/cubit_train_sp1_198.jpg,data/v1/annotations/cubit/cubit_train_sp1_198.json,7d2b9062d769f5fa33270100bd5df7fc72d1c0ca32f07998d561186e9d28c99b,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_2,CUBIT-InSeg,official_2026_release,SP1_2,SP1_2,cubit:train:sp1_2,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,f285bf3d34b5186635652d61c1ed550f7ee8063ad460747ab567fbf26a7736ce,data/v1/images/cubit/cubit_train_sp1_2.jpg,data/v1/annotations/cubit/cubit_train_sp1_2.json,6dc0f00a2cefd4c0340eecd5df678e5f20c87f325f13dbf3a65a31b178abef1f,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_20,CUBIT-InSeg,official_2026_release,SP1_20,SP1_20,cubit:train:sp1_20,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,6a720d5f8697d4b2f3c81d890f0f080385d4f2f98cee9784e287fd61409cb08f,data/v1/images/cubit/cubit_train_sp1_20.jpg,data/v1/annotations/cubit/cubit_train_sp1_20.json,9aa5955da5ec1d0c0f61bb6b8c25c34fdfca343dca2a074aaceeac84f4906037,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_200,CUBIT-InSeg,official_2026_release,SP1_200,SP1_200,cubit:train:sp1_200,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,c5e06de338b7f6c0cea6ca38eba6017118914dfa39b6dbef5d7af7688e067e06,data/v1/images/cubit/cubit_train_sp1_200.jpg,data/v1/annotations/cubit/cubit_train_sp1_200.json,37e845f5df9ab6b0cb785965f961e2410c5464e6f954d00d6c52046e6108cb6a,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_201,CUBIT-InSeg,official_2026_release,SP1_201,SP1_201,cubit:train:sp1_201,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,de91de482bb0f61ac9c2934518dc9ee48b9d49abe2fd47069017b763093cd5eb,data/v1/images/cubit/cubit_train_sp1_201.jpg,data/v1/annotations/cubit/cubit_train_sp1_201.json,6826956338c53c80d9b4824b6ed59065738fa2dd6b205cf18545ea54dbabeb60,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_202,CUBIT-InSeg,official_2026_release,SP1_202,SP1_202,cubit:train:sp1_202,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,19c256e2f4ee57abe58401841c676047ef0b33866667b8c2d44ee2545c6f2b56,data/v1/images/cubit/cubit_train_sp1_202.jpg,data/v1/annotations/cubit/cubit_train_sp1_202.json,af9e59dc64ff6c1189b0dbb3b35ab65225f36f6c868b7419f74c6e459fd1cbc3,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_203,CUBIT-InSeg,official_2026_release,SP1_203,SP1_203,cubit:train:sp1_203,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,de9e873ea8298f53e93f05e9a7757173ae19951c2b057c4de62ca3fed6608765,data/v1/images/cubit/cubit_train_sp1_203.jpg,data/v1/annotations/cubit/cubit_train_sp1_203.json,2f122cd49b4f8869b35ae1c09062c4440f3875a34d89ed6193812bb7e74be258,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_204,CUBIT-InSeg,official_2026_release,SP1_204,SP1_204,cubit:train:sp1_204,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,781a9f244a84de7bd0a5def2dae99ea6cb3ee41ceb4cdd33581a47965f10256f,data/v1/images/cubit/cubit_train_sp1_204.jpg,data/v1/annotations/cubit/cubit_train_sp1_204.json,37e3ac30df7035b53aca2360df03ca778d87c931cd551c5eeb355a3987bf4f18,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_205,CUBIT-InSeg,official_2026_release,SP1_205,SP1_205,cubit:train:sp1_205,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,63b03261996f0715c8af64cbabd438904276f18d75dbf0311fe70764fc5e049e,data/v1/images/cubit/cubit_train_sp1_205.jpg,data/v1/annotations/cubit/cubit_train_sp1_205.json,e26760737a7a92c8c8508ce0f5c23bd0754dccb035daaea9f05c65a2bb18e3ec,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_206,CUBIT-InSeg,official_2026_release,SP1_206,SP1_206,cubit:train:sp1_206,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,0ecd7b678c2f88af9227a52686f97275ef279359542ac07c8ab83ad277e7ae3a,data/v1/images/cubit/cubit_train_sp1_206.jpg,data/v1/annotations/cubit/cubit_train_sp1_206.json,420621c535854837a929d12cd6731f9700ceb457f0fde1210d2fbeceb7b1688d,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_209,CUBIT-InSeg,official_2026_release,SP1_209,SP1_209,cubit:train:sp1_209,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,9cbcbb78a664349f49eb0596281f89cf0b0088f8279b29497d1c82d18d519f16,data/v1/images/cubit/cubit_train_sp1_209.jpg,data/v1/annotations/cubit/cubit_train_sp1_209.json,e30c4247b764640fff240fb30044942fe7b97e18d0ea1fb7afe4c9563f5b4a41,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_21,CUBIT-InSeg,official_2026_release,SP1_21,SP1_21,cubit:train:sp1_21,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,2c5c5d7bf2c05bb8f01921438e11acda5fa8f9850ea7ee19d7af5d1c93ad6b4a,data/v1/images/cubit/cubit_train_sp1_21.jpg,data/v1/annotations/cubit/cubit_train_sp1_21.json,f45ff7a83e1b9f4906c4409d17ef78e3e143cae7244d20510b21bfb1bc27b274,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_210,CUBIT-InSeg,official_2026_release,SP1_210,SP1_210,cubit:train:sp1_210,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,ff0d7274533765007eb63cd448f57f2e2e131094f710d1838885f5070c3280be,data/v1/images/cubit/cubit_train_sp1_210.jpg,data/v1/annotations/cubit/cubit_train_sp1_210.json,bc309c1a237584bdf311b79bd17507bed2834979d5edafa921ad5b8e92d7178d,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_212,CUBIT-InSeg,official_2026_release,SP1_212,SP1_212,cubit:train:sp1_212,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,0161a0ffb91324b049a63802e5291fbf03e7ea71a8e24d343a8487de7a8eb934,data/v1/images/cubit/cubit_train_sp1_212.jpg,data/v1/annotations/cubit/cubit_train_sp1_212.json,b1ee0e16244632f7338b2b3693fca7ac1d89397b2706f1a2ac9fbf9dacd6719b,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_214,CUBIT-InSeg,official_2026_release,SP1_214,SP1_214,cubit:train:sp1_214,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,94ff55345c97e34674bc11d639bf242b6925d12fc632eb7c0fcb2c489b1d921d,data/v1/images/cubit/cubit_train_sp1_214.jpg,data/v1/annotations/cubit/cubit_train_sp1_214.json,48f3fd9cf8130f67e1089b669368ab0cadda6679a2d75e6b72ff5b057159065e,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_217,CUBIT-InSeg,official_2026_release,SP1_217,SP1_217,cubit:train:sp1_217,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,31d0d20c2b4a1973a577f75f5c2020b369f90d0f3dde19fe344a34fcd424c40f,data/v1/images/cubit/cubit_train_sp1_217.jpg,data/v1/annotations/cubit/cubit_train_sp1_217.json,ba60cae1304fb5514dbf794cc34b0fd563fd90b01e9acc021845b7da5e0adf1c,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_219,CUBIT-InSeg,official_2026_release,SP1_219,SP1_219,cubit:train:sp1_219,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,c56eba7f0467b3c65f099cb36b205fb8dfda911af4cbbf7efc89f53c2de21024,data/v1/images/cubit/cubit_train_sp1_219.jpg,data/v1/annotations/cubit/cubit_train_sp1_219.json,7af8bd752f59f84b81b000370f7c46a605cc6ca88c8f63c4608eefd7d59c193f,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_22,CUBIT-InSeg,official_2026_release,SP1_22,SP1_22,cubit:train:sp1_22,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,d7179ae471577b22ef42fb0c7f915a7524d2d3cae0a83d9d0964d012ef020305,data/v1/images/cubit/cubit_train_sp1_22.jpg,data/v1/annotations/cubit/cubit_train_sp1_22.json,01406c2738b77d44dfbd4f291170402ca8296e57ed4c67987ff7a53051a7f2c8,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_220,CUBIT-InSeg,official_2026_release,SP1_220,SP1_220,cubit:train:sp1_220,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,4f23af91e59334fe554d409248b597922823a274666c8305f7444c5862851bc3,data/v1/images/cubit/cubit_train_sp1_220.jpg,data/v1/annotations/cubit/cubit_train_sp1_220.json,0b9c05767ca828030e0dac58199ed2ff55fa572d22847f38afa10798958b568b,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_221,CUBIT-InSeg,official_2026_release,SP1_221,SP1_221,cubit:train:sp1_221,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,b10550abe5546cfba6397c6d4394c26f188436f79d35718a9ce0b802d494d6fc,data/v1/images/cubit/cubit_train_sp1_221.jpg,data/v1/annotations/cubit/cubit_train_sp1_221.json,8bb18302dad3f410dae04df4cea6258d53ce223c2aa1b532f56ca8482e6a90a4,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_233,CUBIT-InSeg,official_2026_release,SP1_233,SP1_233,cubit:train:sp1_233,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,bae2981d74eb5cae38fe7a655fb40cafc942f39ca1c6ef80c3d3ce11d9b2b002,data/v1/images/cubit/cubit_train_sp1_233.jpg,data/v1/annotations/cubit/cubit_train_sp1_233.json,c3e5e0c76f14301acdf4b7df98c5a0f0caa6feb87bb97b5eea56a726175d9377,3,3,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_236,CUBIT-InSeg,official_2026_release,SP1_236,SP1_236,cubit:train:sp1_236,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,96dff6e6fde297124a708ccdcf8b0fef224561e02abf360f59c814cdf1ee328e,data/v1/images/cubit/cubit_train_sp1_236.jpg,data/v1/annotations/cubit/cubit_train_sp1_236.json,24a0d764029152ffb861f7053897962e1e3089d9b89d4137cf66cdde322685e7,4,4,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_237,CUBIT-InSeg,official_2026_release,SP1_237,SP1_237,cubit:train:sp1_237,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,d4cb8fb3ff0b2de6e7c6bb01e0c71194d1c6e12b70fbb995c85f368341d74e39,data/v1/images/cubit/cubit_train_sp1_237.jpg,data/v1/annotations/cubit/cubit_train_sp1_237.json,4ef31d0dfc8191dcf3a12f886411599113635ecfb07d30f8bf6aef1081af0e94,3,3,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_238,CUBIT-InSeg,official_2026_release,SP1_238,SP1_238,cubit:train:sp1_238,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,56c5f82a180992c438c2abb121adb64fcee15ba46dc5d706c074c450826739ea,data/v1/images/cubit/cubit_train_sp1_238.jpg,data/v1/annotations/cubit/cubit_train_sp1_238.json,226c6dadfd131acaaeea82d130862336732cb2b5498ebfadb27933790c9edfc5,3,3,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_239,CUBIT-InSeg,official_2026_release,SP1_239,SP1_239,cubit:train:sp1_239,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,16acba1e746b240f140c494ba5f2d52bfe3e6ac1a87fcac3272b3a1b3b0975a0,data/v1/images/cubit/cubit_train_sp1_239.jpg,data/v1/annotations/cubit/cubit_train_sp1_239.json,9c42be6f7bfd55d30bfa3975083fe1fb7144798d3e05502b6c8f9f16ec19a985,3,3,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_24,CUBIT-InSeg,official_2026_release,SP1_24,SP1_24,cubit:train:sp1_24,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,e1e72bcc8692286b4503fcc1fd7c458aa239e010e501f8f3105ac0df39a287dd,data/v1/images/cubit/cubit_train_sp1_24.jpg,data/v1/annotations/cubit/cubit_train_sp1_24.json,cccc1ab6dd20cb2e1a596101b8f00dc3ae5e5c7a90f85df1648d2f80837edc9e,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_240,CUBIT-InSeg,official_2026_release,SP1_240,SP1_240,cubit:train:sp1_240,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,370346c84b4dedd437420cfe3d6f4278db859e8267c2c372645d36b71a8c1213,data/v1/images/cubit/cubit_train_sp1_240.jpg,data/v1/annotations/cubit/cubit_train_sp1_240.json,2721e8c78777cd997b0e94deefe5b3cf231b334af1458e451b8c6cacaf44aff6,3,3,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_242,CUBIT-InSeg,official_2026_release,SP1_242,SP1_242,cubit:train:sp1_242,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,6f847499a907f7cdf7c8189b061abd1aa7591c617674b78927c697f81cbf7e3e,data/v1/images/cubit/cubit_train_sp1_242.jpg,data/v1/annotations/cubit/cubit_train_sp1_242.json,e40f1db535513f2677504745ec951becb4559cbdf363994806ba386632cef473,4,4,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_244,CUBIT-InSeg,official_2026_release,SP1_244,SP1_244,cubit:train:sp1_244,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,566161fcd9d59bb7ae87206d05b85b09f2b3c6ad8c1fc84913fc2885fadbd7cd,data/v1/images/cubit/cubit_train_sp1_244.jpg,data/v1/annotations/cubit/cubit_train_sp1_244.json,b9746d336345715337721cfd65a82173d016547d163e91fe6968a61425fb72a5,3,3,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_245,CUBIT-InSeg,official_2026_release,SP1_245,SP1_245,cubit:train:sp1_245,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,79e0a36435fc9ca0b5482ea24b990eb5729d037154af7054d18db9e9913dd402,data/v1/images/cubit/cubit_train_sp1_245.jpg,data/v1/annotations/cubit/cubit_train_sp1_245.json,868e959d6b8fcc91be37b65af11bfaa4a1c85798b17c10e634fca778423cff09,3,3,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_246,CUBIT-InSeg,official_2026_release,SP1_246,SP1_246,cubit:train:sp1_246,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,60a5248cc03fce3e364e5ed8742a657ba0400125ad33905ec1528784332d7160,data/v1/images/cubit/cubit_train_sp1_246.jpg,data/v1/annotations/cubit/cubit_train_sp1_246.json,c879ff60f36182d8dd9b30eb061fc08dd7d072b5d70e19f7f1c5116746f451e4,3,3,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_247,CUBIT-InSeg,official_2026_release,SP1_247,SP1_247,cubit:train:sp1_247,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,83d88fa12b28794ec3eceb3290fa94f3d9e218dacd6daeb482165d190fe6aae0,data/v1/images/cubit/cubit_train_sp1_247.jpg,data/v1/annotations/cubit/cubit_train_sp1_247.json,2e8eb9ede57cecc072a84899c12ea1d50b9479a8b65af67d15682d8ff7932e6c,4,4,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_248,CUBIT-InSeg,official_2026_release,SP1_248,SP1_248,cubit:train:sp1_248,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,c4eadb6e8ac9b021ded5d73d09a1e4d6e5ec5fe167e0ee9498933d01f82b70d4,data/v1/images/cubit/cubit_train_sp1_248.jpg,data/v1/annotations/cubit/cubit_train_sp1_248.json,9a7377e251417c8c83249485ccf2459c3d74d4fa5ba254395eedfc27dd3a6798,4,4,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_249,CUBIT-InSeg,official_2026_release,SP1_249,SP1_249,cubit:train:sp1_249,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,d96db59e4e208e499e688f7a357eba0d528610e60ba67594e85168858a4ebf7f,data/v1/images/cubit/cubit_train_sp1_249.jpg,data/v1/annotations/cubit/cubit_train_sp1_249.json,812279b1e03bb29b0a36d2e3e9c088c7f502f74c84fb3f3a63a25d8f473aed5d,3,3,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_254,CUBIT-InSeg,official_2026_release,SP1_254,SP1_254,cubit:train:sp1_254,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,c91ec101a83865bbb87f2cc7295cf069886f37ea18d581cc37cdacf325cfbbb1,data/v1/images/cubit/cubit_train_sp1_254.jpg,data/v1/annotations/cubit/cubit_train_sp1_254.json,1553f8d50ea3ffa3020662e19b69aca2cc11e97204b00e25d1546c94cb5e582b,4,4,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_255,CUBIT-InSeg,official_2026_release,SP1_255,SP1_255,cubit:train:sp1_255,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,4f4064c99c0767cf8b83edada5e6a79e11b904797381cd635ad302fcfea1ba9c,data/v1/images/cubit/cubit_train_sp1_255.jpg,data/v1/annotations/cubit/cubit_train_sp1_255.json,a5bc5fbbc099d34d4e75d07397bd2f432b5932f58a8f0556469a33f2bcdea596,3,3,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_256,CUBIT-InSeg,official_2026_release,SP1_256,SP1_256,cubit:train:sp1_256,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,b0ceaf3f1d3bfd8ccb4f6527882f0e4b66d1320f13d611b69f6c90ecab1fe81c,data/v1/images/cubit/cubit_train_sp1_256.jpg,data/v1/annotations/cubit/cubit_train_sp1_256.json,f46ce97b91ab15e247367530d652b8398a49f699aa0b22505d8bd5bb30a3c1dc,3,3,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_268,CUBIT-InSeg,official_2026_release,SP1_268,SP1_268,cubit:train:sp1_268,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,9c6999cae303e494203f84b30a7a8b60886f86effc7968a83197ba854868a039,data/v1/images/cubit/cubit_train_sp1_268.jpg,data/v1/annotations/cubit/cubit_train_sp1_268.json,2e513a76a3c0a0a524aca61a9ca728b4b2e8f66f0d9bc6d0a93971ba580d833f,5,5,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_270,CUBIT-InSeg,official_2026_release,SP1_270,SP1_270,cubit:train:sp1_270,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,9680d3514a8436948be8712782c394e73af7a47c63cb408d54a5903d602592d6,data/v1/images/cubit/cubit_train_sp1_270.jpg,data/v1/annotations/cubit/cubit_train_sp1_270.json,3a335498f53953f6b5001c95541f490dae540a043054e92d5af95a3f6daaefbd,5,5,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_272,CUBIT-InSeg,official_2026_release,SP1_272,SP1_272,cubit:train:sp1_272,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,f3eb24402977d4eae7a0fcf53d1ae9dd2ce627aa1efcafc676dcdd1a33dd545f,data/v1/images/cubit/cubit_train_sp1_272.jpg,data/v1/annotations/cubit/cubit_train_sp1_272.json,9d3fa9e4d501a7bdee63a67f2ed66a39e2e7eefb6717b3b78ad6ccef00ec78ee,4,4,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp1_273,CUBIT-InSeg,official_2026_release,SP1_273,SP1_273,cubit:train:sp1_273,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,505e3ebce783cbc064506c23c30182592f30e4c3c35d254984b4502bd542ce6d,data/v1/images/cubit/cubit_train_sp1_273.jpg,data/v1/annotations/cubit/cubit_train_sp1_273.json,1f5a0ac9bb233ece2a7840f44f70cfdc736d1a95d02cdc160bace7603bdc7586,4,4,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
